,cell num,volume cc,mass g,raw_result,raw_energy_MeV,normalised enegy-rate MeV/s
0,13,7.24547,3.19525227,0.00284376,0.00125409816,1254098160000.0
1,14,7.27094,3.2064845400000004,0.00233619,0.00103025979,1030259790000.0
2,13000,9.07212,4.00080492,0.00240087,0.00105878367,1058783669999.9999
3,14000,9.16332,4.04102412,0.00207682,0.0009158776200000001,915877620000.0001
4,13001,9.07212,4.00080492,0.00166863,0.00073586583,735865830000.0
5,14001,9.16332,4.04102412,0.00146241,0.0006449228099999999,644922809999.9999
6,13002,7.24547,3.19525227,0.000893673,0.000394109793,394109793000.0
7,14002,7.27094,3.2064845400000004,0.000825122,0.000363878802,363878802000.0
8,13003,9.17295,4.04527095,0.00340639,0.00150221799,1502217990000.0
9,14003,9.09185,4.00950585,0.00304534,0.00134299494,1342994940000.0
10,13004,11.1469,4.9157829,0.00262499,0.0011576205899999999,1157620589999.9998
11,14004,10.9248,4.817836799999999,0.00262045,0.00115561845,1155618450000.0
12,13005,11.1469,4.9157829,0.00186116,0.00082077156,820771560000.0
13,14005,10.9248,4.817836799999999,0.00196166,0.00086509206,865092060000.0
14,13006,9.17295,4.04527095,0.0011772,0.0005191452,519145200000.0
15,14006,9.09185,4.00950585,0.00110714,0.00048824873999999996,488248739999.99994
16,13007,10.0623,4.4374743,0.00307268,0.00135505188,1355051880000.0
17,14007,10.3916,4.5826956,0.00306638,0.00135227358,1352273580000.0
18,13008,11.8969,5.2465329,0.00246959,0.00108908919,1089089190000.0
19,14008,12.4309,5.4820269,0.00243353,0.0010731867300000002,1073186730000.0001
20,13009,11.8969,5.2465329,0.00192275,0.00084793275,847932750000.0
21,14009,12.4309,5.4820269,0.00160589,0.00070819749,708197490000.0
22,13010,10.0623,4.4374743,0.0010505,0.0004632705,463270500000.0
23,14010,10.3916,4.5826956,0.00103713,0.00045737433,457374330000.0
24,13011,11.8101,5.2082541,0.00313153,0.00138100473,1381004730000.0
25,14011,12.0444,5.3115803999999995,0.00336604,0.00148442364,1484423640000.0
26,13012,13.985,6.1673849999999995,0.00294215,0.0012974881500000001,1297488150000.0
27,14012,14.2927,6.3030807,0.00284933,0.00125655453,1256554530000.0
28,13013,13.985,6.1673849999999995,0.00197198,0.00086964318,869643180000.0
29,14013,14.2927,6.3030807,0.0020293,0.0008949213,894921300000.0
30,13014,11.8101,5.2082541,0.0011007,0.0004854087,485408700000.0
31,14014,12.0444,5.3115803999999995,0.00118632,0.00052316712,523167120000.0
32,13015,9.39415,4.14282015,0.00232287,0.00102438567,1024385670000.0
33,14015,8.81865,3.88902465,0.00248662,0.00109659942,1096599420000.0
34,13016,11.4079,5.0308839,0.0022197,0.0009788877,978887699999.9999
35,14016,10.881,4.798521,0.00210424,0.00092796984,927969840000.0
36,13017,11.4079,5.0308839,0.00126127,0.00055622007,556220070000.0
37,14017,10.881,4.798521,0.00133991,0.00059090031,590900310000.0
38,13018,9.39415,4.14282015,0.000790517,0.000348617997,348617997000.0
39,14018,8.81865,3.88902465,0.00094632,0.00041732712,417327120000.0
40,13019,5.89094,2.59790454,0.00133083,0.00058689603,586896030000.0
41,14019,5.95142,2.62457622,0.00145487,0.00064159767,641597670000.0
42,13020,7.38288,3.25585008,0.00116539,0.00051393699,513936990000.00006
43,14020,7.54494,3.3273185400000003,0.00107049,0.00047208608999999994,472086089999.99994
44,13021,7.38288,3.25585008,0.000842255,0.000371434455,371434455000.0
45,14021,7.54494,3.3273185400000003,0.000661498,0.000291720618,291720618000.0
46,13022,5.89094,2.59790454,0.000422522,0.000186332202,186332202000.0
47,14022,5.95142,2.62457622,0.000413193,0.000182218113,182218113000.0
