,cell num,volume cc,mass g,raw_result,raw_energy_MeV,normalised enegy-rate MeV/s
0,13,7.24547,3.19525227,0.027265,0.012023865,12023865000000.0
1,14,7.27094,3.2064845400000004,0.0243726,0.0107483166,10748316600000.0
2,13000,9.07212,4.00080492,0.0189573,0.0083601693,8360169299999.999
3,14000,9.16332,4.04102412,0.0163984,0.0072316944000000005,7231694400000.0
4,13001,9.07212,4.00080492,0.0116897,0.0051551577,5155157700000.0
5,14001,9.16332,4.04102412,0.0101523,0.0044771643,4477164300000.0
6,13002,7.24547,3.19525227,0.00644653,0.00284291973,2842919730000.0
7,14002,7.27094,3.2064845400000004,0.00574756,0.00253467396,2534673960000.0
8,13003,9.17295,4.04527095,0.032251,0.014222691,14222691000000.0
9,14003,9.09185,4.00950585,0.0286251,0.0126236691,12623669100000.0
10,13004,11.1469,4.9157829,0.0206746,0.009117498600000001,9117498600000.002
11,14004,10.9248,4.817836799999999,0.01765,0.00778365,7783650000000.0
12,13005,11.1469,4.9157829,0.0128607,0.0056715687,5671568700000.0
13,14005,10.9248,4.817836799999999,0.0107769,0.0047526129000000005,4752612900000.001
14,13006,9.17295,4.04527095,0.00766725,0.00338125725,3381257250000.0
15,14006,9.09185,4.00950585,0.00657596,0.00289999836,2899998360000.0
16,13007,10.0623,4.4374743,0.0319583,0.014093610300000002,14093610300000.002
17,14007,10.3916,4.5826956,0.0285695,0.0125991495,12599149500000.0
18,13008,11.8969,5.2465329,0.0201508,0.0088865028,8886502800000.0
19,14008,12.4309,5.4820269,0.0173056,0.0076317696,7631769600000.0
20,13009,11.8969,5.2465329,0.0126943,0.0055981863,5598186300000.0
21,14009,12.4309,5.4820269,0.0106901,0.004714334099999999,4714334099999.999
22,13010,10.0623,4.4374743,0.00786819,0.00346987179,3469871790000.0
23,14010,10.3916,4.5826956,0.00675106,0.0029772174599999998,2977217460000.0
24,13011,11.8101,5.2082541,0.0314307,0.0138609387,13860938700000.0
25,14011,12.0444,5.3115803999999995,0.0287308,0.0126702828,12670282800000.0
26,13012,13.985,6.1673849999999995,0.0204096,0.0090006336,9000633600000.0
27,14012,14.2927,6.3030807,0.0178858,0.0078876378,7887637800000.0
28,13013,13.985,6.1673849999999995,0.0132329,0.0058357089,5835708900000.0
29,14013,14.2927,6.3030807,0.0113306,0.0049967946,4996794600000.0
30,13014,11.8101,5.2082541,0.00831369,0.00366633729,3666337290000.0
31,14014,12.0444,5.3115803999999995,0.00726628,0.00320442948,3204429480000.0
32,13015,9.39415,4.14282015,0.0195392,0.0086167872,8616787200000.0
33,14015,8.81865,3.88902465,0.0183051,0.008072549100000001,8072549100000.001
34,13016,11.4079,5.0308839,0.0137392,0.0060589872,6058987200000.0
35,14016,10.881,4.798521,0.0123278,0.0054365598,5436559800000.0
36,13017,11.4079,5.0308839,0.00922184,0.00406683144,4066831440000.0
37,14017,10.881,4.798521,0.00812742,0.00358419222,3584192220000.0
38,13018,9.39415,4.14282015,0.00587605,0.00259133805,2591338050000.0
39,14018,8.81865,3.88902465,0.00516404,0.00227734164,2277341640000.0
40,13019,5.89094,2.59790454,0.0110651,0.0048797091,4879709100000.0
41,14019,5.95142,2.62457622,0.0106471,0.0046953711,4695371100000.0
42,13020,7.38288,3.25585008,0.00879823,0.00388001943,3880019430000.0
43,14020,7.54494,3.3273185400000003,0.00808663,0.0035662038299999997,3566203829999.9995
44,13021,7.38288,3.25585008,0.00612799,0.00270244359,2702443590000.0
45,14021,7.54494,3.3273185400000003,0.0055892,0.0024648372,2464837200000.0
46,13022,5.89094,2.59790454,0.00374319,0.00165074679,1650746790000.0
47,14022,5.95142,2.62457622,0.00341968,0.00150807888,1508078880000.0
48,total,9.88642,4.35991122,0.0142183,0.0062702703,6270270300000.0
